<<<<<<< HEAD
vehicle_id,driver_id,date,route_type,total_stops,distance_km,delivery_time_hours,fuel_used_l,last_service_days,breakdown,maintenance_cost
V036,D036,2025-03-22,Urban,169,118.10237954001826,3.8537851577180358,13.009381931668083,41,0,63.95949968719974
V014,D006,2025-03-29,Urban,152,154.0498741566068,4.390893843689833,18.337792128480785,59,0,92.70669001886857
V031,D039,2025-03-07,Suburban,177,160.8474525476404,4.378476911583796,17.093747999460128,16,1,541.378132628419
V048,D042,2025-01-15,Suburban,156,112.33443417294073,3.4080747355814354,11.687027228020671,56,0,58.822655733316296
V015,D058,2025-02-08,Rural,134,106.09498987130387,3.1344985591478127,13.153116372010516,45,0,71.46733214949347
V008,D012,2025-03-11,Suburban,115,109.83474562876948,3.921374653471047,9.75513870695738,51,0,50.64605640268702
V014,D003,2025-01-01,Rural,168,108.08071830586576,3.687508845090735,11.45314307385855,59,1,625.6565774184995
V023,D018,2025-01-23,Urban,103,70.91259597264988,2.5853680010610227,6.870262048322954,50,0,100.01011281529576
V040,D040,2025-02-08,Urban,123,79.2055255831254,2.7559880239078423,9.54760504782015,21,0,48.05977050195982
V021,D021,2025-02-26,Urban,96,104.38947836433324,3.6791445512979117,11.998808111400702,12,0,101.39863542010049
V016,D015,2025-03-22,Urban,81,85.16708873410366,2.5972122870568817,7.3681760793221756,28,0,68.6295346656238
V045,D026,2025-02-03,Suburban,92,96.78287383973498,2.89419601931552,9.275054295050385,12,0,119.55438510669443
V018,D008,2025-02-10,Suburban,110,113.27747266941785,2.8916337783113324,9.598861562403794,33,0,47.760727637216036
V047,D042,2025-03-14,Urban,172,172.28057572273048,6.1675123948667645,14.362698936800497,20,1,523.1652746318324
V024,D044,2025-01-13,Rural,107,94.82288096727882,2.738556230339124,9.99456927858942,40,0,36.788976264314606
V026,D014,2025-03-11,Rural,139,136.96599883649338,3.6760623406811517,14.895360217721956,49,1,508.01848904881916
V025,D078,2025-01-06,Urban,106,66.03979488451519,1.9770249756158134,5.776029438785173,21,1,629.6214510320814
V045,D002,2025-03-25,Urban,94,91.45059343784266,3.172607792490617,7.624411803848934,52,1,382.37516793538515
V041,D037,2025-02-21,Urban,174,185.61043245804996,6.414016408309733,17.645984368683866,54,1,565.4937453373719
V029,D069,2025-01-03,Urban,158,142.2339725644402,5.558447286773561,12.72153951131291,39,1,468.4045169299201
V015,D038,2025-03-22,Urban,112,91.22489567031032,3.0838325229465378,8.198528936532897,41,0,102.57750066169118
V045,D041,2025-03-04,Suburban,99,75.87914804717815,2.0979024101945662,8.053949477264243,49,0,52.34866347223583
V001,D062,2025-02-18,Urban,121,119.26742884176718,4.638451856198851,11.582643936362288,59,0,63.54774480604558
V025,D060,2025-03-17,Urban,91,92.42694544519303,3.267190181498489,8.156114345865278,42,1,522.6871583070865
V007,D014,2025-02-16,Rural,152,170.63224510746386,4.793917573068433,15.869142171982613,36,0,74.04178128668266
V009,D002,2025-02-24,Suburban,102,82.15084584661263,2.236019391233712,10.161329487287007,22,0,43.84439190511972
V024,D070,2025-03-05,Rural,151,160.34137104913407,5.037464614543154,17.154639240977204,26,0,51.85184380749051
V001,D017,2025-03-06,Urban,175,163.94236153988047,4.621855309120305,19.1121729428105,7,0,117.53305830764016
V044,D028,2025-03-22,Urban,93,105.06227617983681,3.4089786508874615,11.762604524539091,7,0,43.59118056843956
V008,D066,2025-03-08,Suburban,170,155.8368350461533,5.687745863137963,13.40882803512223,8,0,95.34726810103696
V024,D035,2025-03-31,Urban,104,94.70010129203315,3.0575797535195135,11.623105369289396,26,0,73.0216475993585
V011,D005,2025-01-15,Urban,156,147.68929482286907,4.382534429046996,16.633170494428867,24,0,97.37414935969437
V017,D065,2025-02-01,Suburban,164,172.13263094601552,4.388809874736968,18.632546234127993,24,0,89.50019170299538
V008,D040,2025-03-09,Suburban,110,129.6695716026784,4.9813013383171905,12.38778333665745,40,0,69.52504714988933
V035,D076,2025-01-18,Urban,133,85.67035566641809,2.6270457331118036,8.451748010111942,48,0,61.85197422147604
V035,D056,2025-03-24,Urban,84,53.093103960507264,1.773684258639714,5.983617451678254,12,1,675.2100807715932
V033,D036,2025-02-12,Urban,92,106.95277862488508,3.2782787036862313,12.354536221109559,47,0,59.08270856338438
V005,D045,2025-02-04,Urban,107,98.21801515826883,3.873006370081832,10.97752385766953,8,0,100.89943320797116
V042,D023,2025-03-19,Urban,122,118.21090066629971,3.9807841957356316,11.809140979292039,54,1,260.4249679571025
V039,D047,2025-02-27,Urban,168,149.42829904074867,4.00633304864746,16.448326940855956,9,0,81.99022532098519
V041,D031,2025-02-02,Urban,178,116.80261593847827,3.506625058581783,9.906577962494108,3,0,63.19207964120676
V028,D011,2025-01-14,Rural,126,133.66755700845118,4.20884354933784,13.562791081865118,54,0,48.45732219897374
V007,D010,2025-02-03,Suburban,150,157.2502180579728,5.370040075684477,19.094924508583954,21,1,599.42724313947
V009,D067,2025-03-02,Suburban,117,92.0815731687954,3.1245191794922986,8.434645017785336,31,0,38.22143044535228
V008,D014,2025-01-04,Urban,175,137.15512074898203,4.46083374770602,14.723511416087014,48,0,117.34880305401838
V012,D080,2025-03-29,Urban,146,160.9949049673234,4.289358701426682,15.168228423930481,47,1,304.76888008565123
V034,D074,2025-02-28,Urban,141,90.72142400491622,2.29626832816855,9.949294617718882,24,0,41.72003543623248
V033,D010,2025-01-29,Urban,118,133.18224450364482,4.2173197723387545,12.951723108528013,4,0,39.354179067507204
V048,D076,2025-03-24,Urban,116,87.46365361675564,2.8305121508759683,7.887702197577176,20,0,67.1445054374727
V023,D001,2025-01-06,Suburban,165,157.7054900277939,4.183362393340786,13.465250955177702,16,1,306.91030769245396
V024,D005,2025-02-18,Suburban,87,101.0588961438928,3.218069301550703,11.173508795458611,10,1,586.2740766091011
V037,D020,2025-02-09,Suburban,160,161.09976014751805,4.840698336793811,17.249425074905623,43,1,284.58132330925855
V035,D008,2025-03-24,Urban,131,111.17418325990909,3.9057650070417185,11.278628636165186,26,0,93.32265530988941
V044,D043,2025-03-06,Rural,170,172.33248930835234,4.76681579405231,14.718329008461463,29,0,46.08581129357043
V040,D076,2025-03-10,Urban,112,90.31543156046007,2.7385055008385666,7.782091463299305,5,0,62.69911352163763
V022,D001,2025-01-27,Urban,160,122.61680796952186,3.30187415541503,14.66793654169386,11,0,56.217670164703904
V027,D057,2025-03-21,Urban,121,144.95920597805772,3.948659576468328,16.998590224094603,29,1,602.3903670722681
V035,D064,2025-01-06,Suburban,155,162.82349149972026,5.768753902394162,16.311650241443616,45,1,542.7991568735472
V001,D028,2025-01-13,Rural,106,104.60419056148359,2.927257781854276,12.413751254418683,15,0,79.38311300456127
V035,D037,2025-03-05,Urban,87,70.74611937604844,1.9120151065857929,7.540362408720411,6,0,107.17919309431603
V037,D047,2025-03-03,Rural,102,64.20864274428894,2.126704925531198,7.471732422323021,48,0,76.27534920368417
V047,D076,2025-01-19,Rural,143,88.46467996381635,3.206504101469374,8.389920870482111,15,0,91.51469553882767
V014,D037,2025-03-17,Urban,172,160.39150556231604,6.405543989481315,13.594825731577897,43,1,227.9136049643654
V003,D049,2025-03-21,Urban,99,104.66474362971964,3.29512059656469,8.73156840517718,20,0,70.41050213223386
V001,D044,2025-02-12,Urban,95,87.63061385529973,2.8933894630837944,9.223338701951091,34,0,38.54038506922667
V005,D056,2025-03-15,Rural,96,106.02922014369298,3.1818011554769834,10.198990438673391,2,0,83.95155082079913
V026,D028,2025-03-30,Urban,159,98.58889125709335,3.5437349726252125,8.629171283672745,44,0,55.29489340564366
V014,D079,2025-01-20,Suburban,98,80.36502209384527,2.120729850647893,9.488366182128686,16,1,242.00554553897146
V039,D006,2025-03-09,Urban,87,64.5750744192921,2.237038042901818,6.002372926443036,19,0,36.90900634304826
V027,D061,2025-02-13,Suburban,117,101.59856236462997,3.5778621468091676,10.544329212701088,34,1,322.7866162456109
V009,D020,2025-01-23,Urban,117,75.2808228022274,2.337136338256834,8.530806362424702,49,0,75.60094593963876
V015,D078,2025-01-02,Suburban,132,154.76722601242892,4.764595141929916,16.103110281976107,14,0,82.61940928545853
V015,D002,2025-01-22,Rural,172,126.23995739035803,4.472426561492444,15.20259782701848,24,0,35.999899614824095
V026,D073,2025-02-26,Rural,179,206.45585508693702,7.100092430664506,19.14885615657265,28,1,274.9954036718602
V042,D037,2025-03-13,Rural,169,144.58556592071952,5.248957304067331,16.045503990147964,48,0,73.99881846781452
V013,D020,2025-01-07,Urban,110,131.0445927948444,3.6628266562318603,14.17369048524367,32,0,78.32172071228112
V032,D026,2025-03-19,Suburban,123,114.68950869936354,3.137765206888995,13.517811504260804,37,0,104.95170063910153
V039,D029,2025-02-25,Urban,139,161.03146087226233,5.0424871346407585,14.053282997221904,10,0,60.80038007743799
V049,D001,2025-03-08,Urban,155,93.49745594856272,2.6181472521844826,9.374327784803967,49,0,45.66460002285312
V032,D035,2025-01-16,Suburban,96,100.69855523601984,2.79415269444786,9.787403288054202,45,0,79.66291581362587
V004,D070,2025-03-24,Urban,158,180.40920191411846,6.663526491481908,17.553408102602777,48,1,282.1345850114823
V030,D059,2025-02-20,Suburban,152,103.9425157084806,2.6319444780014565,10.78021288273399,9,0,76.6082657263018
V037,D069,2025-03-23,Rural,118,77.60571030263633,2.079718978638481,8.848877016021028,24,0,104.87209567075558
V023,D033,2025-03-21,Urban,121,103.42397128170036,3.6848627569271817,9.418849720316235,36,0,98.13288490149297
V039,D051,2025-03-13,Suburban,127,147.34633264732966,5.30166276319851,17.31810472612871,56,1,623.5916112679321
V045,D078,2025-01-12,Urban,91,84.21430618639795,3.1323996875644338,10.00705301044195,29,0,88.27992998880802
V015,D012,2025-02-22,Urban,175,160.38292869078188,5.923505446309551,14.794681323865396,29,1,407.21128462025723
V043,D020,2025-03-16,Urban,168,115.02551272457166,3.1755330135895576,13.018786770994371,58,0,77.75658201874744
V029,D053,2025-01-05,Rural,97,58.24594954562533,1.8176404397448573,6.3124932344837985,48,0,75.65571797615712
V036,D043,2025-01-27,Rural,158,171.60128060266973,4.670183480294248,17.33186978675252,23,0,93.81993266619958
V013,D050,2025-01-12,Rural,175,114.19532911355502,3.15510543894155,11.655670659980327,27,0,66.89831874206544
V032,D029,2025-01-17,Rural,85,83.32634075550152,2.445797479691687,7.690964238814871,31,1,624.8938370706358
V007,D057,2025-01-06,Urban,122,140.14992447051202,3.9707591066690044,13.355590644740905,43,1,478.11620465006445
V022,D039,2025-01-05,Urban,114,82.67179086003668,3.2708483598142366,7.8157531801795805,7,0,91.63677029953868
V028,D056,2025-02-26,Suburban,177,176.8519752083599,5.959294178903885,16.290386416624283,49,1,344.0983823000224
V002,D043,2025-01-28,Urban,133,86.08014642125926,2.4902166214555135,9.38668635478611,54,0,68.58445582630765
V042,D050,2025-03-19,Urban,141,135.67768516866207,5.396847433801742,14.605750655950521,45,0,37.03850912199852
V045,D023,2025-03-10,Urban,148,103.35713682064441,4.054070951160776,10.598567708877178,4,0,40.945708772691866
V006,D044,2025-02-28,Suburban,161,167.6931139457662,4.438871689184221,18.168565871364528,14,1,368.6310572516584
V028,D038,2025-02-02,Suburban,95,74.17018380325275,2.103499698094902,6.2120374911542875,42,0,36.098155450074174
V028,D023,2025-03-03,Urban,87,76.38901065960252,2.635872031811399,6.786389577816427,42,1,495.40200549162876
V044,D045,2025-02-19,Urban,168,161.22259863638425,4.564698272680446,18.61989807324355,10,0,55.34851001656668
V044,D052,2025-01-19,Suburban,175,122.98370811995515,3.334079976910407,15.330084074995549,59,1,579.4384550033867
V020,D080,2025-03-27,Suburban,169,176.60207480782674,5.9659004933373,21.61292359704823,44,0,99.61561639208514
V030,D050,2025-03-10,Urban,165,128.96139372304464,5.049278104237316,14.366950460236541,34,0,108.4080932662521
V011,D008,2025-03-07,Suburban,110,109.71654275424173,2.8138444771356594,12.973205665795344,26,0,49.263572259296915
V028,D001,2025-02-16,Urban,89,61.852314907346546,2.0496035111620237,6.103835345126191,23,0,83.61241462322114
V025,D008,2025-02-08,Urban,135,136.73753039571437,5.141044712181419,11.96096561921708,9,1,515.6511986954869
V039,D029,2025-03-09,Suburban,155,104.92149077137294,3.240532673418099,9.584496419293394,37,0,48.205269078543836
V033,D005,2025-02-02,Suburban,171,146.2415765173003,4.003655069278994,16.50128388555379,8,0,57.89120046035416
V001,D047,2025-01-13,Urban,149,111.50022299225559,3.9365001123533228,11.617998746115694,53,1,356.9270310942484
V027,D034,2025-03-25,Suburban,99,103.85348981603403,3.5759326337893134,10.352658559254392,14,0,32.224294144963494
V013,D065,2025-02-23,Suburban,84,63.60656422714648,2.2208433853165612,5.65853247355421,7,0,111.28055545849227
V041,D055,2025-01-07,Suburban,102,115.16109915139825,2.8880457052878175,10.140557120325992,7,0,36.37231623416295
V003,D043,2025-03-20,Suburban,88,99.88810716226914,3.5724010974758706,8.582283270642172,9,0,63.88411758101644
V039,D074,2025-03-28,Suburban,137,98.34747611131299,2.9241534036618875,9.798511732920812,3,0,37.298066549572575
V006,D030,2025-01-14,Urban,138,133.62644424663958,3.4369852271294543,12.39911078328297,14,1,592.1615447977874
V008,D017,2025-03-28,Urban,172,112.25246062550032,4.1264055359981695,13.288715893149332,17,0,42.71834760624811
V027,D026,2025-01-19,Urban,159,132.7526393019954,3.3554904048233136,12.937396271371396,50,0,109.62812192362118
V009,D008,2025-02-23,Urban,133,136.72307401420153,3.4867520480578067,15.2002903908781,44,0,77.71997879323735
V037,D047,2025-01-20,Suburban,125,124.45674351374372,3.2521913315069124,12.7951514709721,22,0,115.36255375098564
V033,D076,2025-01-29,Suburban,101,98.45686056604045,3.4891079093026356,9.3446253455987,46,0,56.13248215273758
V042,D072,2025-01-24,Urban,143,110.04200610223766,3.188622799462754,12.189044275446294,26,0,70.8884536690552
V044,D046,2025-03-23,Urban,87,71.93290236047578,1.9754529235566614,8.762964880674968,58,0,92.482226609662
V024,D068,2025-03-04,Urban,99,65.515000995197,1.6465019160030918,8.147684010287021,28,1,522.9316788670144
V015,D033,2025-03-15,Urban,130,134.08377999382085,4.839458987368587,16.576805345592472,45,0,67.9221378971046
V032,D001,2025-02-26,Suburban,157,141.66632465773796,3.8822914885033746,17.63466815709018,14,0,110.31892844944478
V032,D019,2025-01-08,Urban,118,120.98060677007234,4.02169191522426,14.331783459153963,9,0,40.61884874919557
V024,D031,2025-03-31,Suburban,116,86.92646932586234,3.1455895121468203,9.703829802793614,51,0,93.7816246929086
V041,D080,2025-03-03,Rural,129,102.51151889635412,3.2729686458483154,11.537741535662619,26,1,637.870988239589
V049,D014,2025-01-29,Urban,113,90.45979986623577,2.450984354310021,7.571640469467077,2,0,39.120193571933726
V049,D053,2025-03-15,Urban,154,94.77859866064277,2.9643558151553524,10.275189476575024,11,0,64.79981011218035
V012,D048,2025-01-17,Urban,112,90.1184170542179,2.7256702488068068,10.59010255036528,17,0,109.21940620370111
V039,D069,2025-03-07,Suburban,110,119.01810185219021,2.980863472800231,11.688781928072975,34,0,118.2480484159776
V002,D062,2025-01-06,Suburban,133,151.40441996082913,4.886119386817217,13.244110726253844,19,0,65.35198713904343
V003,D066,2025-02-27,Urban,123,112.04451169393144,3.2731873050556772,10.459483350813068,39,0,109.77747490257376
V049,D064,2025-03-10,Suburban,113,98.68301493586313,3.2377737454366025,10.74471764345983,18,1,484.73917990300885
V037,D070,2025-01-28,Rural,150,92.77421568294332,3.003200255314735,9.054265929765235,13,0,94.53135338975473
V049,D063,2025-03-03,Urban,141,158.98068695972336,4.4865932239584305,14.639882232292914,5,0,34.083428004644084
V017,D073,2025-02-10,Urban,102,61.99622506166341,1.5868675549317335,5.681254625244983,50,1,310.63309004071203
V049,D033,2025-03-10,Rural,125,145.85625601576587,4.401827812914503,13.674681470089904,23,0,36.31457425898914
V002,D041,2025-03-23,Suburban,135,120.62651614373534,3.30248370101894,10.504569990298426,58,0,54.17561613844194
V002,D048,2025-03-31,Rural,86,69.24381986845589,2.6290364195430893,6.031469999399066,56,0,81.01328932818107
V028,D013,2025-03-25,Suburban,168,193.96121823214014,6.886025012835148,18.802441797631822,24,0,102.64473897795125
V023,D073,2025-02-10,Rural,140,86.04884342124812,2.6450544254625394,8.853284963168717,29,1,450.5281242477952
V037,D077,2025-02-18,Urban,82,77.80610482755908,3.0753187359340206,7.363622402760472,48,0,114.2572387003689
V032,D031,2025-02-18,Suburban,117,108.7350632198535,3.7764639080357676,9.645749074854635,47,1,325.6847315689109
V033,D075,2025-03-17,Rural,163,119.24953523847316,3.6399824429770056,14.864184938982202,8,0,44.061613149459234
V001,D068,2025-03-12,Suburban,113,96.87856784554427,3.8406661333474084,8.094808212846663,26,0,65.00626370651436
V019,D004,2025-01-03,Urban,123,121.93708363865025,4.209343613332205,13.965073012753674,15,0,90.16368845761009
V002,D019,2025-01-10,Urban,109,112.95438027607804,3.453157563695657,11.431477244985087,57,0,114.45654284483611
V044,D070,2025-03-30,Urban,96,57.64129106149899,1.7156556091518471,5.017469906579208,1,0,118.89442818702038
V026,D013,2025-02-04,Urban,138,160.37146401153606,4.124114803464447,18.018938451682285,28,0,98.68677941665264
V032,D023,2025-03-21,Urban,89,62.185654885776174,1.7931177718206455,6.2768264293412255,49,0,81.63923750214275
V006,D075,2025-01-02,Suburban,178,131.74639037494796,4.219795460823646,15.444468166257854,47,1,342.93999176524915
V032,D001,2025-01-24,Suburban,163,123.56770298885836,3.1720409182368106,12.898096574107152,46,0,54.5912777517553
V004,D054,2025-03-15,Urban,97,60.40113194732845,1.6425292996747762,6.9358491009774195,14,0,55.52427245336695
V011,D071,2025-02-07,Suburban,124,83.55507799512017,2.9840956669039915,8.837588537213632,42,1,353.07836533231045
V017,D015,2025-01-22,Urban,170,202.6076921403045,7.514387558282644,21.34092550319651,34,0,108.46520187599194
V038,D065,2025-01-26,Urban,138,108.89994585483929,3.0992801012736018,9.095700973135338,59,0,117.28285402587183
V024,D076,2025-02-12,Urban,141,94.35447224268357,2.825132435133342,7.876491063001259,31,0,60.72011407480964
V005,D071,2025-02-24,Suburban,138,91.65887642525881,2.487681291673898,10.835477484196467,6,0,101.68982607911883
V034,D015,2025-02-08,Urban,128,132.05452551705383,3.659837267337208,12.110788512918223,49,0,106.63777247587443
V006,D021,2025-01-29,Urban,179,199.18067451710561,5.793812093259012,24.26966167231776,5,0,86.08559187282535
V022,D019,2025-01-20,Urban,142,107.09233591812162,2.6910507481629495,13.187463933101785,31,1,475.9299037505173
V011,D060,2025-02-10,Rural,166,101.6825874285894,3.0809314640946255,12.07440156007366,37,0,85.7179708746421
V048,D033,2025-02-23,Urban,111,81.4577952284607,3.051243861970768,6.867154713424632,15,0,82.60040138803615
V016,D049,2025-01-20,Suburban,89,56.41793788854684,1.5075294437018678,4.796034988510029,15,0,84.58729552168418
V033,D035,2025-01-19,Suburban,90,59.58332657802224,2.0704614556007463,6.789572339986947,52,0,85.73341924089493
V009,D044,2025-03-25,Suburban,149,127.97682591437923,3.4909563258699716,14.800673512065606,43,1,625.8662017603858
V006,D011,2025-03-07,Rural,141,104.05109417489412,2.6438024918007152,11.610071942311619,5,0,45.30733619405973
V016,D072,2025-01-30,Urban,126,114.605508416522,3.2327012847433307,11.389720474955537,28,0,63.056455285365125
V029,D078,2025-02-22,Urban,113,84.9868764708375,2.503999517553955,8.268156134691747,33,0,82.74015546156403
