date,route_type,total_stops,distance_km,delivery_time_hours,fuel_used_l,last_service_days,on_time_deliveries,late_deliveries,delivery_success_rate,breakdown,maintenance_cost
2025-02-28,Urban,141,90.72142400491622,2.29626832816855,9.949294617718882,24,134,7,0.950354609929078,1,127.50625405219733
2025-01-29,Urban,118,133.18224450364482,4.2173197723387545,12.951723108528013,4,103,15,0.8728813559322034,1,159.0972942483578
2025-03-24,Urban,116,87.46365361675564,2.8305121508759683,7.887702197577176,20,101,15,0.8706896551724138,1,146.5817359879697
2025-01-06,Suburban,165,157.7054900277939,4.183362393340786,13.465250955177702,16,157,8,0.9515151515151515,0,128.33346974063878
2025-02-18,Suburban,87,101.0588961438928,3.218069301550703,11.173508795458611,10,76,11,0.8735632183908046,1,108.42524444266158
2025-02-09,Suburban,160,161.09976014751805,4.840698336793811,17.249425074905623,43,153,7,0.95625,0,173.39922280438466
2025-03-24,Urban,131,111.17418325990909,3.9057650070417185,11.278628636165186,26,118,13,0.9007633587786259,0,173.5025194772936
2025-03-06,Rural,170,172.33248930835234,4.76681579405231,14.718329008461463,29,159,11,0.9352941176470588,1,205.4364312379484
2025-03-10,Urban,112,90.31543156046007,2.7385055008385666,7.782091463299305,5,101,11,0.9017857142857143,0,95.95220294726408
2025-01-27,Urban,160,122.61680796952186,3.30187415541503,14.66793654169386,11,146,14,0.9125,0,157.31554582651435
2025-03-21,Urban,121,144.95920597805772,3.948659576468328,16.998590224094603,29,103,18,0.8512396694214877,0,178.80903566920782
2025-01-06,Suburban,155,162.82349149972026,5.768753902394162,16.311650241443616,45,148,7,0.9548387096774194,0,273.8794526657588
2025-01-13,Rural,106,104.60419056148359,2.927257781854276,12.413751254418683,15,96,10,0.9056603773584906,0,108.31338833990588
2025-03-05,Urban,87,70.74611937604844,1.9120151065857929,7.540362408720411,6,79,8,0.9080459770114943,0,110.20685914074107
2025-03-03,Rural,102,64.20864274428894,2.126704925531198,7.471732422323021,48,87,15,0.8529411764705882,1,170.15628502007408
2025-01-19,Rural,143,88.46467996381635,3.206504101469374,8.389920870482111,15,135,8,0.9440559440559441,0,110.69151963541515
2025-03-17,Urban,172,160.39150556231604,6.405543989481315,13.594825731577897,43,158,14,0.9186046511627907,1,212.73447611779594
2025-03-21,Urban,99,104.66474362971964,3.29512059656469,8.73156840517718,20,88,11,0.8888888888888888,0,149.6724154797891
2025-02-12,Urban,95,87.63061385529973,2.8933894630837944,9.223338701951091,34,82,13,0.8631578947368421,1,162.98129328063766
2025-03-15,Rural,96,106.02922014369298,3.1818011554769834,10.198990438673391,2,82,14,0.8541666666666666,0,120.56826564022948
2025-03-30,Urban,159,98.58889125709335,3.5437349726252125,8.629171283672745,44,142,17,0.8930817610062893,1,199.43396747616003
2025-01-20,Suburban,98,80.36502209384527,2.120729850647893,9.488366182128686,16,87,11,0.8877551020408163,1,151.21099753210325
2025-03-09,Urban,87,64.5750744192921,2.237038042901818,6.002372926443036,19,82,5,0.9425287356321839,0,96.26322432686426
2025-02-13,Suburban,117,101.59856236462997,3.5778621468091676,10.544329212701088,34,104,13,0.8888888888888888,0,137.65268125748082
2025-01-23,Urban,117,75.2808228022274,2.337136338256834,8.530806362424702,49,106,11,0.905982905982906,1,184.28509115786775
2025-01-02,Suburban,132,154.76722601242892,4.764595141929916,16.103110281976107,14,118,14,0.8939393939393939,0,139.51152834174667
2025-01-22,Rural,172,126.23995739035803,4.472426561492444,15.20259782701848,24,162,10,0.9418604651162791,0,178.59882430461815
2025-02-26,Rural,179,206.45585508693702,7.100092430664506,19.14885615657265,28,165,14,0.9217877094972067,0,187.8713860979102
2025-03-13,Rural,169,144.58556592071952,5.248957304067331,16.045503990147964,48,155,14,0.9171597633136095,1,207.30024589063967
2025-01-07,Urban,110,131.0445927948444,3.6628266562318603,14.17369048524367,32,92,18,0.8363636363636363,1,172.87537787865625
2025-03-19,Suburban,123,114.68950869936354,3.137765206888995,13.517811504260804,37,106,17,0.8617886178861789,1,216.65535592389523
2025-02-25,Urban,139,161.03146087226233,5.0424871346407585,14.053282997221904,10,130,9,0.935251798561151,1,192.66835701018329
2025-03-08,Urban,155,93.49745594856272,2.6181472521844826,9.374327784803967,49,143,12,0.9225806451612903,1,171.9206809450309
2025-01-16,Suburban,96,100.69855523601984,2.79415269444786,9.787403288054202,45,80,16,0.8333333333333334,1,146.43492148584616
2025-03-24,Urban,158,180.40920191411846,6.663526491481908,17.553408102602777,48,144,14,0.9113924050632911,1,224.72500508819397
2025-02-20,Suburban,152,103.9425157084806,2.6319444780014565,10.78021288273399,9,142,10,0.9342105263157895,0,119.23263289973941
2025-03-23,Rural,118,77.60571030263633,2.079718978638481,8.848877016021028,24,107,11,0.9067796610169492,0,135.97244068548568
2025-03-21,Urban,121,103.42397128170036,3.6848627569271817,9.418849720316235,36,96,25,0.7933884297520661,1,172.02788547199876
2025-03-13,Suburban,127,147.34633264732966,5.30166276319851,17.31810472612871,56,120,7,0.9448818897637795,0,251.99129602105253
2025-01-12,Urban,91,84.21430618639795,3.1323996875644338,10.00705301044195,29,87,4,0.9560439560439561,0,142.05105200259447
2025-02-22,Urban,175,160.38292869078188,5.923505446309551,14.794681323865396,29,163,12,0.9314285714285714,0,192.45846289565358
2025-03-16,Urban,168,115.02551272457166,3.1755330135895576,13.018786770994371,58,149,19,0.8869047619047619,1,236.4063808679849
2025-01-05,Rural,97,58.24594954562533,1.8176404397448573,6.3124932344837985,48,89,8,0.9175257731958762,0,179.5113347703509
2025-01-27,Rural,158,171.60128060266973,4.670183480294248,17.33186978675252,23,142,16,0.8987341772151899,1,195.31479067150445
2025-01-12,Rural,175,114.19532911355502,3.15510543894155,11.655670659980327,27,158,17,0.9028571428571428,1,126.93912398719172
2025-01-17,Rural,85,83.32634075550152,2.445797479691687,7.690964238814871,31,66,19,0.7764705882352941,1,155.95289354589556
2025-01-06,Urban,122,140.14992447051202,3.9707591066690044,13.355590644740905,43,105,17,0.860655737704918,0,210.67084106634715
2025-01-05,Urban,114,82.67179086003668,3.2708483598142366,7.8157531801795805,7,102,12,0.8947368421052632,1,102.02414540049762
2025-02-26,Suburban,177,176.8519752083599,5.959294178903885,16.290386416624283,49,158,19,0.8926553672316384,1,224.47287502556486
2025-01-28,Urban,133,86.08014642125926,2.4902166214555135,9.38668635478611,54,116,17,0.8721804511278195,1,210.2637637295125
2025-03-19,Urban,141,135.67768516866207,5.396847433801742,14.605750655950521,45,125,16,0.8865248226950354,1,210.2977032120757
2025-03-10,Urban,148,103.35713682064441,4.054070951160776,10.598567708877178,4,146,2,0.9864864864864865,0,108.62671059042535
2025-02-28,Suburban,161,167.6931139457662,4.438871689184221,18.168565871364528,14,153,8,0.9503105590062112,0,155.2787402223396
2025-02-02,Suburban,95,74.17018380325275,2.103499698094902,6.2120374911542875,42,79,16,0.8315789473684211,1,165.300267664142
2025-03-03,Urban,87,76.38901065960252,2.635872031811399,6.786389577816427,42,85,2,0.9770114942528736,0,156.886828147385
2025-02-19,Urban,168,161.22259863638425,4.564698272680446,18.61989807324355,10,163,5,0.9702380952380952,0,141.09924428154005
2025-01-19,Suburban,175,122.98370811995515,3.334079976910407,15.330084074995549,59,162,13,0.9257142857142857,1,210.7066091721405
2025-03-27,Suburban,169,176.60207480782674,5.9659004933373,21.61292359704823,44,151,18,0.893491124260355,1,218.55737823183043
2025-03-10,Urban,165,128.96139372304464,5.049278104237316,14.366950460236541,34,155,10,0.9393939393939394,1,189.7670253133204
2025-03-07,Suburban,110,109.71654275424173,2.8138444771356594,12.973205665795344,26,92,18,0.8363636363636363,1,173.2528210817568
2025-02-16,Urban,89,61.852314907346546,2.0496035111620237,6.103835345126191,23,81,8,0.9101123595505618,0,125.90203097363
2025-02-08,Urban,135,136.73753039571437,5.141044712181419,11.96096561921708,9,119,16,0.8814814814814815,1,134.79158806696736
2025-03-09,Suburban,155,104.92149077137294,3.240532673418099,9.584496419293394,37,146,9,0.9419354838709677,0,179.33977124322743
2025-02-02,Suburban,171,146.2415765173003,4.003655069278994,16.50128388555379,8,158,13,0.9239766081871345,1,158.78785285517142
2025-01-13,Urban,149,111.50022299225559,3.9365001123533228,11.617998746115694,53,133,16,0.8926174496644296,0,207.2501529299034
2025-03-25,Suburban,99,103.85348981603403,3.5759326337893134,10.352658559254392,14,93,6,0.9393939393939394,1,139.18514337657342
2025-02-23,Suburban,84,63.60656422714648,2.2208433853165612,5.65853247355421,7,69,15,0.8214285714285714,0,103.21481954481837
2025-01-07,Suburban,102,115.16109915139825,2.8880457052878175,10.140557120325992,7,96,6,0.9411764705882353,0,109.10923908253889
2025-03-20,Suburban,88,99.88810716226914,3.5724010974758706,8.582283270642172,9,80,8,0.9090909090909091,0,132.07785172358228
2025-03-28,Suburban,137,98.34747611131299,2.9241534036618875,9.798511732920812,3,121,16,0.8832116788321168,1,63.73025059712931
2025-01-14,Urban,138,133.62644424663958,3.4369852271294543,12.39911078328297,14,125,13,0.9057971014492754,1,166.0479923474694
2025-03-28,Urban,172,112.25246062550032,4.1264055359981695,13.288715893149332,17,163,9,0.9476744186046512,0,116.24389651235697
2025-01-19,Urban,159,132.7526393019954,3.3554904048233136,12.937396271371396,50,150,9,0.9433962264150944,1,213.59575723672597
2025-02-23,Urban,133,136.72307401420153,3.4867520480578067,15.2002903908781,44,122,11,0.9172932330827067,1,222.94098582257854
2025-01-20,Suburban,125,124.45674351374372,3.2521913315069124,12.7951514709721,22,116,9,0.928,0,147.68790787775356
2025-01-29,Suburban,101,98.45686056604045,3.4891079093026356,9.3446253455987,46,83,18,0.8217821782178217,0,195.91187131080952
2025-01-24,Urban,143,110.04200610223766,3.188622799462754,12.189044275446294,26,137,6,0.958041958041958,0,173.9242190292426
2025-03-23,Urban,87,71.93290236047578,1.9754529235566614,8.762964880674968,58,71,16,0.8160919540229885,1,238.93084739624948
2025-03-04,Urban,99,65.515000995197,1.6465019160030918,8.147684010287021,28,81,18,0.8181818181818182,1,138.45657072589273
2025-03-15,Urban,130,134.08377999382085,4.839458987368587,16.576805345592472,45,116,14,0.8923076923076924,1,210.63772910279204
2025-02-26,Suburban,157,141.66632465773796,3.8822914885033746,17.63466815709018,14,140,17,0.89171974522293,1,149.64242220133352
2025-01-08,Urban,118,120.98060677007234,4.02169191522426,14.331783459153963,9,107,11,0.9067796610169492,0,124.06504154968205
2025-03-31,Suburban,116,86.92646932586234,3.1455895121468203,9.703829802793614,51,103,13,0.8879310344827587,1,168.54868511074568
2025-03-03,Rural,129,102.51151889635412,3.2729686458483154,11.537741535662619,26,122,7,0.9457364341085271,0,130.83949951052185
2025-01-29,Urban,113,90.45979986623577,2.450984354310021,7.571640469467077,2,106,7,0.9380530973451328,0,98.94427871686072
2025-03-15,Urban,154,94.77859866064277,2.9643558151553524,10.275189476575024,11,138,16,0.8961038961038961,0,126.21113786412039
2025-01-17,Urban,112,90.1184170542179,2.7256702488068068,10.59010255036528,17,105,7,0.9375,0,154.2877377816728
2025-03-07,Suburban,110,119.01810185219021,2.980863472800231,11.688781928072975,34,97,13,0.8818181818181818,1,173.31460147418855
2025-01-06,Suburban,133,151.40441996082913,4.886119386817217,13.244110726253844,19,125,8,0.9398496240601504,1,194.2756376794834
2025-02-27,Urban,123,112.04451169393144,3.2731873050556772,10.459483350813068,39,111,12,0.9024390243902439,1,159.93210162144106
2025-03-10,Suburban,113,98.68301493586313,3.2377737454366025,10.74471764345983,18,104,9,0.9203539823008849,1,139.54458743994485
2025-01-28,Rural,150,92.77421568294332,3.003200255314735,9.054265929765235,13,138,12,0.92,1,117.04284245407325
2025-03-03,Urban,141,158.98068695972336,4.4865932239584305,14.639882232292914,5,134,7,0.950354609929078,0,113.23964326535693
2025-02-10,Urban,102,61.99622506166341,1.5868675549317335,5.681254625244983,50,92,10,0.9019607843137255,0,147.1363809801801
2025-03-10,Rural,125,145.85625601576587,4.401827812914503,13.674681470089904,23,101,24,0.808,1,160.23460691625547
2025-03-23,Suburban,135,120.62651614373534,3.30248370101894,10.504569990298426,58,119,16,0.8814814814814815,1,219.11721377723202
2025-03-31,Rural,86,69.24381986845589,2.6290364195430893,6.031469999399066,56,72,14,0.8372093023255814,1,178.85888403580572
2025-03-25,Suburban,168,193.96121823214014,6.886025012835148,18.802441797631822,24,155,13,0.9226190476190477,1,210.2133965888464
2025-02-10,Rural,140,86.04884342124812,2.6450544254625394,8.853284963168717,29,133,7,0.95,0,142.91058903749692
2025-02-18,Urban,82,77.80610482755908,3.0753187359340206,7.363622402760472,48,62,20,0.7560975609756098,1,165.16957294198042
2025-02-18,Suburban,117,108.7350632198535,3.7764639080357676,9.645749074854635,47,110,7,0.9401709401709402,0,193.64682370069346
